resume_text,openness,conscientiousness,extraversion,agreeableness,emotional_stability
"Business Analyst resume. Bachelor of Science. Skills: Python, Docker, Excel, Java, JavaScript, Power BI, NLP. Experience: delivered 1 projects. Highlights: creative experimentation; design thinking; attention to detail; community events; stakeholder engagement; public speaking; cross-functional collaboration; adaptable execution.",60,48,91,47,35
"Data Analyst resume. Computer Science degree. Skills: NLP, Python, Excel, Java, React, Power BI, SQL, C++. Experience: delivered 2 projects. Highlights: curious research; innovative ideas; structured documentation; client presentations; team workshops; community events; cross-functional collaboration; conflict resolution; resilient problem solving; deadline management.",61,38,73,67,62
"Machine Learning Intern resume. Master of Computer Applications. Skills: React, Git, Power BI, Excel, AWS, C++, Java, Node.js. Experience: delivered 2 projects. Highlights: curious research; reliable delivery; team workshops; stakeholder engagement; mentoring peers; cross-functional collaboration; calm under pressure; adaptable execution; resilient problem solving.",49,39,51,49,77
"Data Analyst resume. Bachelor of Technology. Skills: Java, Machine Learning, React, Node.js, C++. Experience: delivered 3 projects. Highlights: design thinking; creative experimentation; organized planning; public speaking; stakeholder engagement; conflict resolution; mentoring peers; empathetic communication; calm under pressure; resilient problem solving.",72,56,53,78,71
"Product Associate resume. Bachelor of Technology. Skills: Node.js, Java, SQL, Python, C++, NLP, Docker. Experience: delivered 4 projects. Highlights: learning new technologies; design thinking; creative experimentation; organized planning; structured documentation; quality assurance; public speaking; team support; adaptable execution.",82,83,37,37,54
"Data Analyst resume. Bachelor of Technology. Skills: C++, Python, NLP, AWS, Node.js, Excel. Experience: delivered 3 projects. Highlights: learning new technologies; curious research; structured documentation; organized planning; public speaking; cross-functional collaboration; adaptable execution.",54,65,38,52,51
"Software Engineer resume. Bachelor of Science. Skills: JavaScript, Python, Node.js, TensorFlow, Excel. Experience: delivered 5 projects. Highlights: creative experimentation; design thinking; innovative ideas; structured documentation; reliable delivery; quality assurance; stakeholder engagement; community events; conflict resolution; team support; resilient problem solving; deadline management; adaptable execution.",78,67,59,65,82
"Product Associate resume. Bachelor of Technology. Skills: NLP, TensorFlow, AWS, Node.js, JavaScript, Git. Experience: delivered 4 projects. Highlights: design thinking; reliable delivery; quality assurance; public speaking; community events; conflict resolution; cross-functional collaboration; calm under pressure.",50,48,78,63,40
"Machine Learning Intern resume. Computer Science degree. Skills: Git, JavaScript, Node.js, Excel. Experience: delivered 2 projects. Highlights: design thinking; attention to detail; structured documentation; client presentations; conflict resolution; cross-functional collaboration; steady decision making; adaptable execution.",38,66,36,56,63
"Machine Learning Intern resume. Bachelor of Technology. Skills: Python, Machine Learning, Power BI, React, C++, Node.js. Experience: delivered 3 projects. Highlights: creative experimentation; attention to detail; organized planning; reliable delivery; client presentations; empathetic communication; adaptable execution; deadline management; steady decision making.",59,77,44,45,69
"Software Engineer resume. Master of Computer Applications. Skills: AWS, Java, TensorFlow, Docker, SQL, Power BI, Node.js, JavaScript. Experience: delivered 5 projects. Highlights: innovative ideas; creative experimentation; organized planning; structured documentation; quality assurance; community events; cross-functional collaboration; empathetic communication; conflict resolution; steady decision making.",75,77,39,77,51
"Product Associate resume. Bachelor of Technology. Skills: React, Excel, AWS, Machine Learning, Power BI, NLP, Java, C++. Experience: delivered 2 projects. Highlights: innovative ideas; learning new technologies; curious research; quality assurance; organized planning; team workshops; public speaking; cross-functional collaboration; team support; resilient problem solving; calm under pressure; deadline management.",85,58,55,58,74
"Data Analyst resume. Master of Computer Applications. Skills: AWS, Node.js, React, NLP, Java, Excel, C++. Experience: delivered 2 projects. Highlights: curious research; learning new technologies; quality assurance; organized planning; reliable delivery; client presentations; stakeholder engagement; public speaking; conflict resolution; adaptable execution.",64,82,72,37,43
"Business Analyst resume. Bachelor of Science. Skills: NLP, React, Git, Docker, Java, C++, JavaScript. Experience: delivered 4 projects. Highlights: curious research; learning new technologies; structured documentation; reliable delivery; client presentations; public speaking; stakeholder engagement; conflict resolution; calm under pressure; steady decision making; deadline management.",66,57,80,44,76
"Software Engineer resume. Computer Science degree. Skills: C++, JavaScript, Git, Python, Java. Experience: delivered 3 projects. Highlights: innovative ideas; design thinking; curious research; reliable delivery; organized planning; structured documentation; stakeholder engagement; community events; public speaking; empathetic communication; adaptable execution; deadline management; steady decision making.",76,75,80,39,69
"Machine Learning Intern resume. Bachelor of Technology. Skills: Power BI, Machine Learning, React, C++, Node.js, SQL, AWS. Experience: delivered 1 projects. Highlights: creative experimentation; curious research; design thinking; structured documentation; organized planning; team workshops; client presentations; stakeholder engagement; conflict resolution; mentoring peers; deadline management; steady decision making; calm under pressure.",83,76,72,66,76
"Data Analyst resume. Master of Computer Applications. Skills: NLP, AWS, TensorFlow, Excel, Git, Docker, Java, Power BI. Experience: delivered 1 projects. Highlights: learning new technologies; structured documentation; reliable delivery; attention to detail; team workshops; community events; conflict resolution; cross-functional collaboration; resilient problem solving; calm under pressure.",36,80,55,60,61
"Business Analyst resume. Master of Computer Applications. Skills: Excel, JavaScript, Java, Python, React, Docker. Experience: delivered 5 projects. Highlights: design thinking; quality assurance; community events; stakeholder engagement; team support; conflict resolution; deadline management.",46,48,69,59,41
"Data Analyst resume. Bachelor of Technology. Skills: NLP, Excel, SQL, React, TensorFlow, Node.js. Experience: delivered 2 projects. Highlights: curious research; creative experimentation; design thinking; reliable delivery; structured documentation; stakeholder engagement; empathetic communication; conflict resolution; steady decision making.",67,56,43,52,53
"Product Associate resume. Master of Computer Applications. Skills: NLP, Docker, Power BI, Git, Machine Learning, JavaScript. Experience: delivered 1 projects. Highlights: design thinking; creative experimentation; quality assurance; attention to detail; client presentations; stakeholder engagement; community events; team support; resilient problem solving.",69,74,90,38,45
"Web Developer resume. Bachelor of Technology. Skills: JavaScript, Machine Learning, AWS, Node.js, Git, Java. Experience: delivered 3 projects. Highlights: learning new technologies; innovative ideas; creative experimentation; attention to detail; reliable delivery; structured documentation; client presentations; team support; cross-functional collaboration; resilient problem solving; calm under pressure.",76,83,45,59,63
"Web Developer resume. Computer Science degree. Skills: Node.js, Git, JavaScript, Java, Excel. Experience: delivered 3 projects. Highlights: design thinking; reliable delivery; attention to detail; community events; cross-functional collaboration; conflict resolution; mentoring peers; resilient problem solving; deadline management; calm under pressure.",36,64,41,84,85
"Product Associate resume. Bachelor of Science. Skills: Python, Docker, Power BI, Node.js, NLP. Experience: delivered 3 projects. Highlights: curious research; organized planning; stakeholder engagement; client presentations; team workshops; conflict resolution; adaptable execution; resilient problem solving.",42,51,77,42,65
"Product Associate resume. Computer Science degree. Skills: React, SQL, Excel, Node.js. Experience: delivered 3 projects. Highlights: curious research; innovative ideas; structured documentation; quality assurance; stakeholder engagement; public speaking; community events; mentoring peers; steady decision making.",60,65,74,49,57
"Product Associate resume. Bachelor of Technology. Skills: Docker, TensorFlow, React, Python, Node.js, Java, Machine Learning, Excel. Experience: delivered 5 projects. Highlights: learning new technologies; reliable delivery; organized planning; attention to detail; stakeholder engagement; team workshops; mentoring peers; deadline management.",49,82,67,42,42
"Business Analyst resume. Bachelor of Science. Skills: Node.js, Git, Docker, React. Experience: delivered 5 projects. Highlights: learning new technologies; design thinking; curious research; structured documentation; quality assurance; public speaking; cross-functional collaboration; team support; empathetic communication; resilient problem solving; steady decision making.",90,54,51,76,51
"Business Analyst resume. Bachelor of Science. Skills: C++, AWS, Excel, Machine Learning, SQL, Python. Experience: delivered 3 projects. Highlights: design thinking; reliable delivery; attention to detail; quality assurance; community events; client presentations; public speaking; cross-functional collaboration; deadline management; calm under pressure; steady decision making.",42,86,71,54,69
"Software Engineer resume. Computer Science degree. Skills: Python, Java, C++, Machine Learning. Experience: delivered 4 projects. Highlights: curious research; innovative ideas; attention to detail; public speaking; team support; mentoring peers; resilient problem solving; adaptable execution.",63,49,51,69,62
"Software Engineer resume. Computer Science degree. Skills: TensorFlow, Docker, JavaScript, Power BI, Node.js, SQL, NLP. Experience: delivered 1 projects. Highlights: curious research; attention to detail; client presentations; team support; calm under pressure.",29,42,48,46,36
"Product Associate resume. Computer Science degree. Skills: Node.js, Git, React, SQL, C++, NLP. Experience: delivered 3 projects. Highlights: creative experimentation; quality assurance; structured documentation; organized planning; community events; public speaking; team support; mentoring peers; conflict resolution; calm under pressure.",26,76,66,69,45
"Business Analyst resume. Bachelor of Technology. Skills: Power BI, Docker, AWS, Machine Learning, SQL, Git, React. Experience: delivered 4 projects. Highlights: innovative ideas; learning new technologies; reliable delivery; community events; conflict resolution; empathetic communication; deadline management; calm under pressure.",63,43,52,65,69
"Data Analyst resume. Computer Science degree. Skills: Java, Git, NLP, React, SQL. Experience: delivered 5 projects. Highlights: design thinking; creative experimentation; innovative ideas; reliable delivery; public speaking; team workshops; cross-functional collaboration; conflict resolution; adaptable execution; resilient problem solving.",85,51,63,56,63
"Machine Learning Intern resume. Bachelor of Science. Skills: NLP, Docker, Python, Node.js, React, Machine Learning, Git, C++. Experience: delivered 3 projects. Highlights: curious research; creative experimentation; structured documentation; reliable delivery; stakeholder engagement; public speaking; community events; team support; empathetic communication; calm under pressure; steady decision making; deadline management.",61,69,80,68,80
"Product Associate resume. Bachelor of Science. Skills: Java, SQL, Python, Docker, Git, JavaScript, Machine Learning. Experience: delivered 5 projects. Highlights: creative experimentation; design thinking; structured documentation; organized planning; attention to detail; team workshops; client presentations; empathetic communication; cross-functional collaboration; resilient problem solving; adaptable execution.",59,83,65,63,73
"Business Analyst resume. Master of Computer Applications. Skills: JavaScript, Node.js, Machine Learning, TensorFlow, React. Experience: delivered 5 projects. Highlights: learning new technologies; innovative ideas; reliable delivery; quality assurance; community events; team support; adaptable execution.",58,54,39,50,40
"Data Analyst resume. Bachelor of Technology. Skills: Git, SQL, Python, Node.js, React. Experience: delivered 5 projects. Highlights: innovative ideas; curious research; creative experimentation; quality assurance; stakeholder engagement; client presentations; team support; mentoring peers; resilient problem solving.",73,55,65,59,50
"Business Analyst resume. Computer Science degree. Skills: Node.js, Java, Docker, NLP, C++, AWS. Experience: delivered 3 projects. Highlights: learning new technologies; curious research; organized planning; reliable delivery; community events; empathetic communication; steady decision making; calm under pressure; deadline management.",62,63,40,29,75
"Data Analyst resume. Bachelor of Science. Skills: TensorFlow, Excel, Docker, AWS, NLP, C++, Node.js, Git. Experience: delivered 1 projects. Highlights: creative experimentation; curious research; organized planning; attention to detail; public speaking; team workshops; stakeholder engagement; conflict resolution; cross-functional collaboration; mentoring peers; adaptable execution.",77,75,83,72,50
"Data Analyst resume. Computer Science degree. Skills: Excel, Git, Docker, TensorFlow, Java, AWS, Node.js, SQL. Experience: delivered 4 projects. Highlights: curious research; design thinking; creative experimentation; structured documentation; client presentations; team support; calm under pressure; adaptable execution; deadline management.",82,49,42,37,71
"Web Developer resume. Master of Computer Applications. Skills: Power BI, Excel, Node.js, TensorFlow, SQL, Machine Learning, Docker. Experience: delivered 2 projects. Highlights: innovative ideas; design thinking; learning new technologies; organized planning; attention to detail; team workshops; public speaking; stakeholder engagement; empathetic communication; mentoring peers; adaptable execution; deadline management.",87,62,81,59,55
"Software Engineer resume. Master of Computer Applications. Skills: Machine Learning, React, Python, NLP, Node.js, AWS. Experience: delivered 3 projects. Highlights: innovative ideas; structured documentation; attention to detail; community events; team workshops; mentoring peers; team support; cross-functional collaboration; calm under pressure; resilient problem solving; deadline management.",33,61,68,88,73
"Web Developer resume. Computer Science degree. Skills: Java, Power BI, Git, NLP. Experience: delivered 4 projects. Highlights: innovative ideas; learning new technologies; structured documentation; client presentations; public speaking; team workshops; cross-functional collaboration; adaptable execution.",56,27,78,50,33
"Machine Learning Intern resume. Bachelor of Technology. Skills: Git, TensorFlow, Power BI, Python. Experience: delivered 5 projects. Highlights: design thinking; organized planning; quality assurance; public speaking; client presentations; community events; empathetic communication; conflict resolution; cross-functional collaboration; calm under pressure; deadline management; adaptable execution.",52,70,82,74,82
"Data Analyst resume. Master of Computer Applications. Skills: SQL, React, Excel, Machine Learning. Experience: delivered 1 projects. Highlights: creative experimentation; reliable delivery; public speaking; team workshops; community events; team support; cross-functional collaboration; conflict resolution; deadline management; adaptable execution; steady decision making.",52,53,77,76,86
"Product Associate resume. Bachelor of Technology. Skills: SQL, AWS, Git, NLP, C++, Power BI. Experience: delivered 1 projects. Highlights: curious research; quality assurance; structured documentation; team workshops; cross-functional collaboration; steady decision making; adaptable execution; deadline management.",41,66,35,41,64
"Machine Learning Intern resume. Bachelor of Technology. Skills: SQL, Power BI, React, Node.js, TensorFlow, Excel, JavaScript. Experience: delivered 4 projects. Highlights: innovative ideas; quality assurance; client presentations; team workshops; community events; empathetic communication; steady decision making.",35,48,81,40,53
"Software Engineer resume. Computer Science degree. Skills: Node.js, C++, Power BI, Git, Java. Experience: delivered 3 projects. Highlights: design thinking; innovative ideas; curious research; attention to detail; team workshops; team support; resilient problem solving.",74,52,47,49,43
"Software Engineer resume. Bachelor of Science. Skills: React, AWS, Power BI, Machine Learning, Excel, Node.js. Experience: delivered 3 projects. Highlights: design thinking; learning new technologies; innovative ideas; attention to detail; organized planning; community events; stakeholder engagement; empathetic communication; conflict resolution; team support; deadline management; steady decision making; adaptable execution.",65,63,54,92,75
"Machine Learning Intern resume. Bachelor of Technology. Skills: AWS, NLP, Docker, TensorFlow, Java, Python. Experience: delivered 3 projects. Highlights: design thinking; attention to detail; structured documentation; team workshops; mentoring peers; adaptable execution.",52,63,50,34,42
"Business Analyst resume. Computer Science degree. Skills: Git, Excel, NLP, C++. Experience: delivered 4 projects. Highlights: innovative ideas; organized planning; team workshops; public speaking; team support; empathetic communication; deadline management; resilient problem solving.",36,41,60,62,65
"Data Analyst resume. Bachelor of Science. Skills: Docker, Excel, Node.js, NLP, C++, Power BI, Python. Experience: delivered 3 projects. Highlights: design thinking; innovative ideas; structured documentation; stakeholder engagement; team support; cross-functional collaboration; mentoring peers; adaptable execution; calm under pressure.",64,56,50,82,52
"Data Analyst resume. Master of Computer Applications. Skills: Git, Python, TensorFlow, JavaScript, React. Experience: delivered 3 projects. Highlights: curious research; design thinking; innovative ideas; reliable delivery; organized planning; structured documentation; public speaking; team workshops; team support; deadline management; adaptable execution.",71,79,74,47,76
"Product Associate resume. Computer Science degree. Skills: JavaScript, AWS, SQL, Git, Machine Learning, Docker, React. Experience: delivered 4 projects. Highlights: creative experimentation; attention to detail; team workshops; conflict resolution; steady decision making; calm under pressure.",42,52,49,57,60
"Data Analyst resume. Master of Computer Applications. Skills: SQL, AWS, Git, TensorFlow, NLP, Python, React, JavaScript. Experience: delivered 3 projects. Highlights: curious research; innovative ideas; creative experimentation; structured documentation; public speaking; community events; stakeholder engagement; mentoring peers; adaptable execution; deadline management.",76,45,92,44,57
"Machine Learning Intern resume. Computer Science degree. Skills: Docker, TensorFlow, JavaScript, C++, Excel, Node.js. Experience: delivered 4 projects. Highlights: learning new technologies; creative experimentation; attention to detail; quality assurance; stakeholder engagement; empathetic communication; cross-functional collaboration; mentoring peers; steady decision making; deadline management; calm under pressure.",60,69,42,67,71
"Data Analyst resume. Master of Computer Applications. Skills: TensorFlow, Java, Docker, Python. Experience: delivered 2 projects. Highlights: learning new technologies; quality assurance; client presentations; stakeholder engagement; cross-functional collaboration; steady decision making.",35,43,65,44,47
"Data Analyst resume. Computer Science degree. Skills: AWS, Excel, Git, Power BI, C++, Machine Learning, TensorFlow, SQL. Experience: delivered 5 projects. Highlights: creative experimentation; learning new technologies; structured documentation; quality assurance; client presentations; public speaking; mentoring peers; team support; conflict resolution; calm under pressure; deadline management.",80,65,57,78,67
"Business Analyst resume. Master of Computer Applications. Skills: Python, SQL, Git, Excel, AWS, C++. Experience: delivered 3 projects. Highlights: creative experimentation; innovative ideas; learning new technologies; quality assurance; reliable delivery; team workshops; stakeholder engagement; community events; cross-functional collaboration; deadline management.",80,56,82,41,35
"Software Engineer resume. Computer Science degree. Skills: NLP, SQL, AWS, Power BI. Experience: delivered 2 projects. Highlights: creative experimentation; innovative ideas; attention to detail; reliable delivery; public speaking; stakeholder engagement; client presentations; mentoring peers; steady decision making; adaptable execution; deadline management.",57,62,79,49,83
"Machine Learning Intern resume. Master of Computer Applications. Skills: React, Java, Power BI, Machine Learning, NLP, Git, Python, SQL. Experience: delivered 1 projects. Highlights: curious research; structured documentation; stakeholder engagement; public speaking; team support; deadline management.",46,42,63,37,44
"Business Analyst resume. Master of Computer Applications. Skills: Java, Docker, SQL, React. Experience: delivered 3 projects. Highlights: learning new technologies; quality assurance; organized planning; attention to detail; public speaking; stakeholder engagement; team workshops; cross-functional collaboration; empathetic communication; team support; steady decision making.",43,75,76,76,45
"Software Engineer resume. Computer Science degree. Skills: Docker, JavaScript, TensorFlow, Node.js, Power BI, Python, C++, React. Experience: delivered 2 projects. Highlights: creative experimentation; innovative ideas; learning new technologies; structured documentation; attention to detail; stakeholder engagement; public speaking; empathetic communication; team support; mentoring peers; calm under pressure.",75,67,68,81,49
"Product Associate resume. Bachelor of Technology. Skills: Java, Git, NLP, Docker, TensorFlow, Excel, AWS, Power BI. Experience: delivered 3 projects. Highlights: innovative ideas; organized planning; team workshops; community events; cross-functional collaboration; team support; conflict resolution; calm under pressure; steady decision making; deadline management.",57,51,60,71,85
"Software Engineer resume. Bachelor of Science. Skills: TensorFlow, Git, Machine Learning, AWS. Experience: delivered 5 projects. Highlights: learning new technologies; design thinking; attention to detail; quality assurance; stakeholder engagement; public speaking; mentoring peers; cross-functional collaboration; adaptable execution.",54,56,59,66,49
"Product Associate resume. Bachelor of Science. Skills: Excel, Python, C++, Node.js, Machine Learning, Git, React. Experience: delivered 4 projects. Highlights: learning new technologies; design thinking; organized planning; team workshops; conflict resolution; empathetic communication; team support; steady decision making; deadline management.",61,50,49,82,53
"Machine Learning Intern resume. Bachelor of Technology. Skills: AWS, Excel, React, Docker, NLP, Node.js, C++. Experience: delivered 3 projects. Highlights: curious research; creative experimentation; innovative ideas; reliable delivery; team workshops; empathetic communication; mentoring peers; adaptable execution.",68,40,39,57,46
"Web Developer resume. Bachelor of Science. Skills: Machine Learning, Java, AWS, Git. Experience: delivered 1 projects. Highlights: learning new technologies; design thinking; structured documentation; reliable delivery; stakeholder engagement; team workshops; empathetic communication; mentoring peers; steady decision making.",71,69,78,60,47
"Web Developer resume. Computer Science degree. Skills: React, JavaScript, NLP, TensorFlow, Git, SQL, AWS, Python. Experience: delivered 5 projects. Highlights: learning new technologies; curious research; organized planning; attention to detail; quality assurance; community events; client presentations; public speaking; conflict resolution; mentoring peers; calm under pressure; steady decision making.",59,73,77,69,57
"Data Analyst resume. Computer Science degree. Skills: React, NLP, Git, Excel. Experience: delivered 2 projects. Highlights: curious research; design thinking; structured documentation; team workshops; team support; empathetic communication; steady decision making; calm under pressure.",70,47,38,67,63
"Business Analyst resume. Bachelor of Technology. Skills: Excel, Docker, Node.js, Power BI. Experience: delivered 5 projects. Highlights: creative experimentation; innovative ideas; design thinking; attention to detail; stakeholder engagement; client presentations; cross-functional collaboration; conflict resolution; deadline management; adaptable execution; resilient problem solving.",81,45,57,61,80
"Software Engineer resume. Bachelor of Science. Skills: SQL, JavaScript, Node.js, NLP. Experience: delivered 3 projects. Highlights: learning new technologies; creative experimentation; curious research; structured documentation; organized planning; public speaking; stakeholder engagement; community events; conflict resolution; deadline management; adaptable execution.",74,64,80,33,61
"Web Developer resume. Master of Computer Applications. Skills: AWS, Node.js, Power BI, Git, C++, Excel. Experience: delivered 5 projects. Highlights: learning new technologies; curious research; reliable delivery; organized planning; attention to detail; client presentations; stakeholder engagement; mentoring peers; resilient problem solving.",63,72,52,44,53
"Web Developer resume. Computer Science degree. Skills: Power BI, JavaScript, NLP, TensorFlow, Node.js, Git. Experience: delivered 3 projects. Highlights: curious research; quality assurance; reliable delivery; organized planning; team workshops; team support; conflict resolution; mentoring peers; steady decision making.",56,70,40,79,50
"Web Developer resume. Computer Science degree. Skills: NLP, Python, Node.js, AWS, Machine Learning. Experience: delivered 4 projects. Highlights: design thinking; reliable delivery; structured documentation; attention to detail; team workshops; client presentations; stakeholder engagement; conflict resolution; steady decision making.",39,87,76,51,46
"Data Analyst resume. Bachelor of Science. Skills: Python, TensorFlow, SQL, AWS, React, Node.js, Java. Experience: delivered 3 projects. Highlights: design thinking; innovative ideas; learning new technologies; reliable delivery; stakeholder engagement; community events; empathetic communication; mentoring peers; cross-functional collaboration; deadline management.",69,42,60,80,43
"Business Analyst resume. Bachelor of Technology. Skills: TensorFlow, SQL, AWS, Machine Learning, Java, Node.js, Power BI. Experience: delivered 1 projects. Highlights: curious research; innovative ideas; design thinking; structured documentation; organized planning; reliable delivery; community events; team workshops; public speaking; empathetic communication; team support; mentoring peers; calm under pressure.",73,87,81,79,38
"Data Analyst resume. Master of Computer Applications. Skills: Machine Learning, Node.js, SQL, Power BI, React, Excel. Experience: delivered 1 projects. Highlights: innovative ideas; curious research; attention to detail; quality assurance; stakeholder engagement; team workshops; cross-functional collaboration; adaptable execution.",63,75,74,53,51
"Software Engineer resume. Bachelor of Science. Skills: Git, SQL, C++, React. Experience: delivered 5 projects. Highlights: design thinking; structured documentation; stakeholder engagement; cross-functional collaboration; conflict resolution; empathetic communication; calm under pressure; resilient problem solving; deadline management.",50,46,49,68,78
"Business Analyst resume. Master of Computer Applications. Skills: Git, TensorFlow, JavaScript, AWS, Machine Learning, C++. Experience: delivered 3 projects. Highlights: learning new technologies; creative experimentation; structured documentation; team workshops; stakeholder engagement; cross-functional collaboration; steady decision making; deadline management; adaptable execution.",67,54,73,37,72
"Data Analyst resume. Bachelor of Science. Skills: AWS, Machine Learning, Git, Excel. Experience: delivered 1 projects. Highlights: design thinking; quality assurance; reliable delivery; stakeholder engagement; cross-functional collaboration; empathetic communication; deadline management.",53,68,51,53,53
"Business Analyst resume. Bachelor of Science. Skills: Node.js, AWS, Excel, Machine Learning, Git, SQL, C++, React. Experience: delivered 3 projects. Highlights: learning new technologies; innovative ideas; design thinking; quality assurance; attention to detail; team workshops; client presentations; stakeholder engagement; empathetic communication; steady decision making.",85,59,78,51,38
"Machine Learning Intern resume. Master of Computer Applications. Skills: React, Node.js, Git, Java, AWS, JavaScript. Experience: delivered 3 projects. Highlights: curious research; attention to detail; community events; team workshops; stakeholder engagement; conflict resolution; mentoring peers; adaptable execution; deadline management; steady decision making.",40,52,88,62,92
"Machine Learning Intern resume. Master of Computer Applications. Skills: Python, Java, Power BI, React, Excel, Node.js. Experience: delivered 1 projects. Highlights: design thinking; learning new technologies; curious research; organized planning; structured documentation; client presentations; stakeholder engagement; team support; resilient problem solving; deadline management.",81,67,62,55,60
"Business Analyst resume. Computer Science degree. Skills: Git, Python, Excel, TensorFlow, Docker, C++, React, Node.js. Experience: delivered 1 projects. Highlights: design thinking; curious research; attention to detail; structured documentation; public speaking; client presentations; stakeholder engagement; empathetic communication; conflict resolution; steady decision making; deadline management.",56,65,84,66,55
"Machine Learning Intern resume. Bachelor of Science. Skills: Excel, Power BI, Docker, JavaScript, Java, NLP. Experience: delivered 5 projects. Highlights: design thinking; reliable delivery; stakeholder engagement; public speaking; client presentations; mentoring peers; empathetic communication; calm under pressure.",42,34,76,55,49
"Machine Learning Intern resume. Master of Computer Applications. Skills: Power BI, React, JavaScript, AWS, Git, Java, TensorFlow. Experience: delivered 2 projects. Highlights: design thinking; reliable delivery; quality assurance; client presentations; empathetic communication; cross-functional collaboration; steady decision making; adaptable execution.",36,73,48,49,68
"Business Analyst resume. Computer Science degree. Skills: Python, NLP, Docker, C++, Machine Learning, AWS. Experience: delivered 3 projects. Highlights: creative experimentation; curious research; design thinking; structured documentation; quality assurance; attention to detail; stakeholder engagement; cross-functional collaboration; adaptable execution; calm under pressure; steady decision making.",77,82,53,53,70
"Machine Learning Intern resume. Computer Science degree. Skills: Excel, SQL, C++, TensorFlow, Docker. Experience: delivered 4 projects. Highlights: creative experimentation; design thinking; quality assurance; organized planning; community events; team workshops; public speaking; cross-functional collaboration; adaptable execution; deadline management; steady decision making.",72,52,72,35,77
"Machine Learning Intern resume. Bachelor of Science. Skills: Java, Docker, Python, Excel, React, AWS, C++, JavaScript. Experience: delivered 5 projects. Highlights: curious research; innovative ideas; design thinking; quality assurance; stakeholder engagement; client presentations; team workshops; conflict resolution; team support; calm under pressure.",86,46,79,56,42
"Machine Learning Intern resume. Bachelor of Science. Skills: NLP, Java, Python, JavaScript, Machine Learning, AWS, SQL, C++. Experience: delivered 2 projects. Highlights: curious research; innovative ideas; learning new technologies; quality assurance; attention to detail; organized planning; team workshops; community events; team support; empathetic communication; calm under pressure; adaptable execution.",70,87,55,71,65
"Web Developer resume. Bachelor of Science. Skills: Java, Docker, Python, Git. Experience: delivered 4 projects. Highlights: curious research; attention to detail; public speaking; cross-functional collaboration; empathetic communication; deadline management.",43,48,42,64,54
"Web Developer resume. Master of Computer Applications. Skills: SQL, Git, Power BI, NLP, AWS. Experience: delivered 4 projects. Highlights: curious research; structured documentation; organized planning; client presentations; team workshops; conflict resolution; cross-functional collaboration; resilient problem solving.",32,59,60,58,41
"Software Engineer resume. Computer Science degree. Skills: Excel, Docker, Java, SQL, AWS, TensorFlow, Node.js. Experience: delivered 3 projects. Highlights: learning new technologies; reliable delivery; community events; cross-functional collaboration; mentoring peers; calm under pressure; adaptable execution.",41,44,40,62,57
"Machine Learning Intern resume. Computer Science degree. Skills: JavaScript, C++, Power BI, Git, Python, TensorFlow, React, Node.js. Experience: delivered 2 projects. Highlights: learning new technologies; structured documentation; organized planning; attention to detail; public speaking; cross-functional collaboration; empathetic communication; conflict resolution; resilient problem solving; calm under pressure; deadline management.",53,73,39,80,74
"Software Engineer resume. Bachelor of Technology. Skills: Docker, TensorFlow, AWS, Node.js, NLP, Excel. Experience: delivered 3 projects. Highlights: curious research; innovative ideas; organized planning; team workshops; cross-functional collaboration; mentoring peers; resilient problem solving.",58,50,44,72,45
"Software Engineer resume. Bachelor of Technology. Skills: AWS, React, SQL, Docker. Experience: delivered 4 projects. Highlights: learning new technologies; organized planning; structured documentation; community events; conflict resolution; empathetic communication; cross-functional collaboration; calm under pressure.",34,66,38,86,41
"Web Developer resume. Bachelor of Science. Skills: NLP, TensorFlow, Power BI, SQL, Git, Java. Experience: delivered 2 projects. Highlights: design thinking; creative experimentation; reliable delivery; structured documentation; stakeholder engagement; public speaking; empathetic communication; team support; adaptable execution.",64,60,71,58,47
"Machine Learning Intern resume. Master of Computer Applications. Skills: React, Node.js, JavaScript, Power BI, TensorFlow. Experience: delivered 4 projects. Highlights: creative experimentation; organized planning; structured documentation; public speaking; conflict resolution; calm under pressure.",50,61,47,52,53
"Data Analyst resume. Computer Science degree. Skills: JavaScript, TensorFlow, Python, React. Experience: delivered 3 projects. Highlights: innovative ideas; curious research; learning new technologies; structured documentation; reliable delivery; quality assurance; team workshops; client presentations; mentoring peers; cross-functional collaboration; resilient problem solving; adaptable execution.",82,72,61,60,72
"Machine Learning Intern resume. Master of Computer Applications. Skills: Power BI, Node.js, TensorFlow, Machine Learning. Experience: delivered 2 projects. Highlights: curious research; quality assurance; structured documentation; stakeholder engagement; team workshops; mentoring peers; team support; adaptable execution; deadline management.",32,67,64,67,51
"Business Analyst resume. Master of Computer Applications. Skills: React, Git, SQL, Excel. Experience: delivered 2 projects. Highlights: learning new technologies; organized planning; reliable delivery; community events; public speaking; cross-functional collaboration; team support; empathetic communication; calm under pressure; resilient problem solving.",49,62,61,87,68
"Business Analyst resume. Bachelor of Technology. Skills: Machine Learning, NLP, Excel, JavaScript, Java, C++. Experience: delivered 5 projects. Highlights: creative experimentation; curious research; structured documentation; community events; team workshops; empathetic communication; conflict resolution; calm under pressure; resilient problem solving.",59,58,65,65,65
